"KEGG_ID","Pathways","PathwayName"
"ppa:PAS_chr4_0063","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr4_0063","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"ppa:PAS_chr2-1_0749","ppa00230","Purine metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0749","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr1-1_0051","NULL",NA
"ppa:PAS_chr1-3_0169","NULL",NA
"ppa:PAS_chr4_0470","ppa00280","Valine, leucine and isoleucine degradation - Komagataella phaffii"
"ppa:PAS_chr4_0470","ppa00410","beta-Alanine metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0470","ppa00562","Inositol phosphate metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0470","ppa00640","Propanoate metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0470","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr4_0470","ppa01200","Carbon metabolism - Komagataella phaffii"
"F2R002","NULL",NA
"ppa:PAS_chr1-3_0152","NULL",NA
"ppa:PAS_chr4_0561","NULL",NA
"ppa:PAS_chr1-1_0063","ppa00230","Purine metabolism - Komagataella phaffii"
"ppa:PAS_chr1-1_0063","ppa00240","Pyrimidine metabolism - Komagataella phaffii"
"ppa:PAS_chr1-1_0063","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr1-1_0063","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"ppa:PAS_chr1-1_0063","ppa01232","Nucleotide metabolism - Komagataella phaffii"
"ppa:PAS_chr2-2_0113","ppa00562","Inositol phosphate metabolism - Komagataella phaffii"
"ppa:PAS_chr2-2_0113","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr2-2_0113","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"ppa:PAS_chr4_0759","ppa04146","Peroxisome - Komagataella phaffii"
"ppa:PAS_chr4_0147","ppa00350","Tyrosine metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0147","ppa00360","Phenylalanine metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0147","ppa00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Komagataella phaffii"
"ppa:PAS_chr4_0147","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr4_0147","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"ppa:PAS_chr1-1_0204","NULL",NA
"ppa:PAS_chr2-2_0349","ppa03030","DNA replication - Komagataella phaffii"
"ppa:PAS_chr2-1_0512","ppa03030","DNA replication - Komagataella phaffii"
"ppa:PAS_chr2-2_0454","NULL",NA
"ppa:PAS_chr4_0624","ppa00010","Glycolysis / Gluconeogenesis - Komagataella phaffii"
"ppa:PAS_chr4_0624","ppa00051","Fructose and mannose metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0624","ppa00052","Galactose metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0624","ppa00500","Starch and sucrose metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0624","ppa00520","Amino sugar and nucleotide sugar metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0624","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr4_0624","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"ppa:PAS_chr4_0624","ppa01200","Carbon metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0624","ppa01250","Biosynthesis of nucleotide sugars - Komagataella phaffii"
"ppa:PAS_chr3_0867","ppa00680","Methane metabolism - Komagataella phaffii"
"ppa:PAS_chr3_0867","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr3_0867","ppa01200","Carbon metabolism - Komagataella phaffii"
"ppa:PAS_chr1-1_0265","NULL",NA
"ppa:PAS_chr3_0064","NULL",NA
"ppa:PAS_chr4_0287","NULL",NA
"ppa:PAS_chr1-4_0005","NULL",NA
"ppa:PAS_chr3_0511","NULL",NA
"ppa:PAS_chr3_0043","ppa04146","Peroxisome - Komagataella phaffii"
"ppa:PAS_chr4_0842","ppa00620","Pyruvate metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0842","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr1-1_0399","NULL",NA
"ppa:PAS_chr2-2_0055","NULL",NA
"ppa:PAS_chr1-1_0282","ppa00230","Purine metabolism - Komagataella phaffii"
"ppa:PAS_chr1-1_0282","ppa00240","Pyrimidine metabolism - Komagataella phaffii"
"ppa:PAS_chr1-1_0282","ppa00480","Glutathione metabolism - Komagataella phaffii"
"ppa:PAS_chr1-1_0282","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr1-1_0282","ppa01232","Nucleotide metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0189","NULL",NA
"ppa:PAS_chr4_0567","NULL",NA
"ppa:PAS_chr2-2_0479","NULL",NA
"ppa:PAS_chr2-1_0472","ppa00010","Glycolysis / Gluconeogenesis - Komagataella phaffii"
"ppa:PAS_chr2-1_0472","ppa00071","Fatty acid degradation - Komagataella phaffii"
"ppa:PAS_chr2-1_0472","ppa00350","Tyrosine metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0472","ppa00620","Pyruvate metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0472","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr2-1_0472","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"ppa:PAS_chr2-1_0065","ppa00520","Amino sugar and nucleotide sugar metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0065","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr2-1_0466","ppa00100","Steroid biosynthesis - Komagataella phaffii"
"ppa:PAS_chr2-1_0466","ppa00561","Glycerolipid metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0466","ppa00564","Glycerophospholipid metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0466","ppa00565","Ether lipid metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0466","ppa00590","Arachidonic acid metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0466","ppa00592","alpha-Linolenic acid metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0466","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr2-1_0466","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"ppa:PAS_chr1-4_0500","ppa04130","SNARE interactions in vesicular transport - Komagataella phaffii"
"ppa:PAS_chr1-4_0500","ppa04138","Autophagy - yeast - Komagataella phaffii"
"ppa:PAS_chr1-1_0356","ppa00051","Fructose and mannose metabolism - Komagataella phaffii"
"ppa:PAS_chr1-1_0356","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr1-4_0531","NULL",NA
"ppa:PAS_chr4_0347","NULL",NA
"ppa:PAS_chr3_0836","NULL",NA
"ppa:PAS_chr2-2_0319","NULL",NA
"ppa:PAS_chr4_0855","NULL",NA
"F2QY59","NULL",NA
"ppa:PAS_chr1-4_0449","NULL",NA
"ppa:PAS_chr2-1_0638","NULL",NA
"ppa:PAS_chr2-1_0667","NULL",NA
"ppa:PAS_chr2-1_0110","ppa00051","Fructose and mannose metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0110","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr1-1_0320","NULL",NA
"ppa:PAS_chr2-1_0249","NULL",NA
"ppa:PAS_chr1-4_0042","ppa00010","Glycolysis / Gluconeogenesis - Komagataella phaffii"
"ppa:PAS_chr1-4_0042","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr1-4_0042","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"ppa:PAS_chr4_0627","NULL",NA
"A0A1G4KPJ1","NULL",NA
"ppa:PAS_chr4_0043","ppa00010","Glycolysis / Gluconeogenesis - Komagataella phaffii"
"ppa:PAS_chr4_0043","ppa00053","Ascorbate and aldarate metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0043","ppa00071","Fatty acid degradation - Komagataella phaffii"
"ppa:PAS_chr4_0043","ppa00280","Valine, leucine and isoleucine degradation - Komagataella phaffii"
"ppa:PAS_chr4_0043","ppa00310","Lysine degradation - Komagataella phaffii"
"ppa:PAS_chr4_0043","ppa00330","Arginine and proline metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0043","ppa00340","Histidine metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0043","ppa00380","Tryptophan metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0043","ppa00410","beta-Alanine metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0043","ppa00561","Glycerolipid metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0043","ppa00620","Pyruvate metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0043","ppa00770","Pantothenate and CoA biosynthesis - Komagataella phaffii"
"ppa:PAS_chr4_0043","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr4_0043","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"ppa:PAS_chr4_0043","ppa01240","Biosynthesis of cofactors - Komagataella phaffii"
"ppa:PAS_chr2-1_0395","ppa03030","DNA replication - Komagataella phaffii"
"ppa:PAS_chr2-1_0395","ppa03410","Base excision repair - Komagataella phaffii"
"ppa:PAS_chr2-1_0395","ppa03420","Nucleotide excision repair - Komagataella phaffii"
"ppa:PAS_chr2-1_0395","ppa03430","Mismatch repair - Komagataella phaffii"
"ppa:PAS_chr2-1_0395","ppa03440","Homologous recombination - Komagataella phaffii"
"ppa:PAS_chr1-4_0349","NULL",NA
"ppa:PAS_chr4_0201","ppa03040","Spliceosome - Komagataella phaffii"
"ppa:PAS_chr4_0115","ppa04814","Motor proteins - Komagataella phaffii"
"ppa:PAS_chr2-1_0412","NULL",NA
"ppa:PAS_chr3_0156","ppa00740","Riboflavin metabolism - Komagataella phaffii"
"ppa:PAS_chr3_0156","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr3_0156","ppa01240","Biosynthesis of cofactors - Komagataella phaffii"
"ppa:PAS_chr1-1_0339","NULL",NA
"ppa:PAS_chr1-1_0297","NULL",NA
"ppa:PAS_chr3_0588","NULL",NA
"ppa:PAS_chr2-2_0108","NULL",NA
"F2QLF9","NULL",NA
"ppa:PAS_chr4_0974","ppa00220","Arginine biosynthesis - Komagataella phaffii"
"ppa:PAS_chr4_0974","ppa00250","Alanine, aspartate and glutamate metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0974","ppa00270","Cysteine and methionine metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0974","ppa00330","Arginine and proline metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0974","ppa00350","Tyrosine metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0974","ppa00360","Phenylalanine metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0974","ppa00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Komagataella phaffii"
"ppa:PAS_chr4_0974","ppa00710","Carbon fixation by Calvin cycle - Komagataella phaffii"
"ppa:PAS_chr4_0974","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr4_0974","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"ppa:PAS_chr4_0974","ppa01200","Carbon metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0974","ppa01210","2-Oxocarboxylic acid metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0974","ppa01230","Biosynthesis of amino acids - Komagataella phaffii"
"F2QXJ0","NULL",NA
"ppa:PAS_FragB_0048","NULL",NA
"ppa:PAS_chr3_0904","ppa03440","Homologous recombination - Komagataella phaffii"
"ppa:PAS_chr3_0904","ppa03460","Fanconi anemia pathway - Komagataella phaffii"
"ppa:PAS_chr1-4_0314","ppa00900","Terpenoid backbone biosynthesis - Komagataella phaffii"
"ppa:PAS_chr1-4_0314","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr1-4_0314","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"ppa:PAS_chr2-2_0208","NULL",NA
"ppa:PAS_chr4_0578","ppa00910","Nitrogen metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0578","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr2-1_0853","ppa00010","Glycolysis / Gluconeogenesis - Komagataella phaffii"
"ppa:PAS_chr2-1_0853","ppa00053","Ascorbate and aldarate metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0853","ppa00071","Fatty acid degradation - Komagataella phaffii"
"ppa:PAS_chr2-1_0853","ppa00280","Valine, leucine and isoleucine degradation - Komagataella phaffii"
"ppa:PAS_chr2-1_0853","ppa00310","Lysine degradation - Komagataella phaffii"
"ppa:PAS_chr2-1_0853","ppa00330","Arginine and proline metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0853","ppa00340","Histidine metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0853","ppa00380","Tryptophan metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0853","ppa00410","beta-Alanine metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0853","ppa00561","Glycerolipid metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0853","ppa00620","Pyruvate metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0853","ppa00770","Pantothenate and CoA biosynthesis - Komagataella phaffii"
"ppa:PAS_chr2-1_0853","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr2-1_0853","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"ppa:PAS_chr2-1_0853","ppa01240","Biosynthesis of cofactors - Komagataella phaffii"
"ppa:PAS_chr1-1_0470","NULL",NA
"ppa:PAS_chr4_0266","ppa00051","Fructose and mannose metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0266","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr1-4_0486","NULL",NA
"ppa:PAS_chr4_0847","ppa00500","Starch and sucrose metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0847","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr4_0847","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"F2QQK5","NULL",NA
"ppa:PAS_chr2-1_0649","NULL",NA
"ppa:PAS_chr2-1_0715","ppa04146","Peroxisome - Komagataella phaffii"
"ppa:PAS_chr4_0212","ppa00030","Pentose phosphate pathway - Komagataella phaffii"
"ppa:PAS_chr4_0212","ppa00710","Carbon fixation by Calvin cycle - Komagataella phaffii"
"ppa:PAS_chr4_0212","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr4_0212","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"ppa:PAS_chr4_0212","ppa01200","Carbon metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0212","ppa01230","Biosynthesis of amino acids - Komagataella phaffii"
"ppa:PAS_chr1-1_0366","ppa03030","DNA replication - Komagataella phaffii"
"ppa:PAS_chr4_0661","NULL",NA
"ppa:PAS_chr4_0124","ppa03430","Mismatch repair - Komagataella phaffii"
"ppa:PAS_chr4_0124","ppa03460","Fanconi anemia pathway - Komagataella phaffii"
"ppa:PAS_chr3_0059","ppa00190","Oxidative phosphorylation - Komagataella phaffii"
"ppa:PAS_chr3_0059","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr1-4_0341","NULL",NA
"ppa:PAS_chr1-1_0107","ppa00220","Arginine biosynthesis - Komagataella phaffii"
"ppa:PAS_chr1-1_0107","ppa00250","Alanine, aspartate and glutamate metabolism - Komagataella phaffii"
"ppa:PAS_chr1-1_0107","ppa00910","Nitrogen metabolism - Komagataella phaffii"
"ppa:PAS_chr1-1_0107","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr1-4_0425","ppa00785","Lipoic acid metabolism - Komagataella phaffii"
"ppa:PAS_chr1-4_0425","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr1-4_0425","ppa01240","Biosynthesis of cofactors - Komagataella phaffii"
"ppa:PAS_chr2-1_0432","NULL",NA
"ppa:PAS_chr4_0050","ppa00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Komagataella phaffii"
"ppa:PAS_chr4_0050","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr4_0050","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"ppa:PAS_chr4_0050","ppa01230","Biosynthesis of amino acids - Komagataella phaffii"
"ppa:PAS_chr4_0317","NULL",NA
"ppa:PAS_FragB_0019","NULL",NA
"ppa:PAS_chr4_0140","NULL",NA
"ppa:PAS_chr2-1_0786","ppa00564","Glycerophospholipid metabolism - Komagataella phaffii"
"ppa:PAS_chr3_0360","NULL",NA
"ppa:PAS_chr3_0189","NULL",NA
"ppa:PAS_chr2-1_0545","NULL",NA
"ppa:PAS_chr1-1_0108","NULL",NA
"ppa:PAS_chr3_0803","NULL",NA
"ppa:PAS_FragB_0039","ppa03440","Homologous recombination - Komagataella phaffii"
"ppa:PAS_chr1-3_0149","ppa04011","MAPK signaling pathway - yeast - Komagataella phaffii"
"ppa:PAS_chr1-1_0474","NULL",NA
"ppa:PAS_chr2-1_0573","NULL",NA
"ppa:PAS_chr2-1_0486","ppa03010","Ribosome - Komagataella phaffii"
"ppa:PAS_chr2-1_0486","ppa04120","Ubiquitin mediated proteolysis - Komagataella phaffii"
"ppa:PAS_chr1-4_0393","ppa00750","Vitamin B6 metabolism - Komagataella phaffii"
"ppa:PAS_chr1-4_0393","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr1-4_0393","ppa01240","Biosynthesis of cofactors - Komagataella phaffii"
"A0A1G4KQM1","NULL",NA
"ppa:PAS_chr3_0640","NULL",NA
"ppa:PAS_chr3_1210","NULL",NA
"ppa:PAS_chr2-1_0590","NULL",NA
"ppa:PAS_chr1-1_0139","NULL",NA
"ppa:PAS_chr4_0815","ppa00020","Citrate cycle (TCA cycle) - Komagataella phaffii"
"ppa:PAS_chr4_0815","ppa00270","Cysteine and methionine metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0815","ppa00620","Pyruvate metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0815","ppa00630","Glyoxylate and dicarboxylate metabolism - Komagataella phaffii"
"ppa:PAS_chr4_0815","ppa00710","Carbon fixation by Calvin cycle - Komagataella phaffii"
"ppa:PAS_chr4_0815","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr4_0815","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"ppa:PAS_chr4_0815","ppa01200","Carbon metabolism - Komagataella phaffii"
"ppa:PAS_chr1-1_0226","ppa04138","Autophagy - yeast - Komagataella phaffii"
"ppa:PAS_chr2-2_0372","NULL",NA
"ppa:PAS_chr2-2_0339","ppa03030","DNA replication - Komagataella phaffii"
"ppa:PAS_chr2-2_0339","ppa04111","Cell cycle - yeast - Komagataella phaffii"
"ppa:PAS_chr2-2_0339","ppa04113","Meiosis - yeast - Komagataella phaffii"
"ppa:PAS_chr2-1_0716","ppa00260","Glycine, serine and threonine metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0716","ppa00860","Porphyrin metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0716","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr2-1_0716","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"ppa:PAS_chr2-1_0716","ppa01240","Biosynthesis of cofactors - Komagataella phaffii"
"ppa:PAS_chr1-3_0235","NULL",NA
"ppa:PAS_chr2-1_0315","NULL",NA
"ppa:PAS_chr3_0744","ppa00040","Pentose and glucuronate interconversions - Komagataella phaffii"
"ppa:PAS_chr3_0744","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr2-2_0369","NULL",NA
"ppa:PAS_chr1-3_0102","NULL",NA
"ppa:PAS_chr4_0894","ppa03013","Nucleocytoplasmic transport - Komagataella phaffii"
"ppa:PAS_chr4_0894","ppa03015","mRNA surveillance pathway - Komagataella phaffii"
"ppa:PAS_chr1-1_0441","NULL",NA
"F2QT62","NULL",NA
"ppa:PAS_chr3_0053","ppa00100","Steroid biosynthesis - Komagataella phaffii"
"ppa:PAS_chr3_0053","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr3_0053","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"ppa:PAS_chr1-1_0172","ppa00190","Oxidative phosphorylation - Komagataella phaffii"
"ppa:PAS_chr1-1_0172","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr4_0548","NULL",NA
"ppa:PAS_chr1-1_0025","ppa03420","Nucleotide excision repair - Komagataella phaffii"
"ppa:PAS_chr2-2_0394","NULL",NA
"ppa:PAS_chr1-1_0118","NULL",NA
"ppa:PAS_chr2-2_0193","ppa00600","Sphingolipid metabolism - Komagataella phaffii"
"ppa:PAS_chr2-2_0193","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr3_0084","NULL",NA
"ppa:PAS_chr3_0789","NULL",NA
"ppa:PAS_chr3_1176","NULL",NA
"ppa:PAS_chr2-2_0200","NULL",NA
"ppa:PAS_chr2-1_0490","ppa00480","Glutathione metabolism - Komagataella phaffii"
"ppa:PAS_chr2-1_0490","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr1-4_0658","NULL",NA
"ppa:PAS_chr3_1045","ppa04146","Peroxisome - Komagataella phaffii"
"ppa:PAS_chr3_0905","NULL",NA
"ppa:PAS_chr2-2_0338","ppa00030","Pentose phosphate pathway - Komagataella phaffii"
"ppa:PAS_chr2-2_0338","ppa00710","Carbon fixation by Calvin cycle - Komagataella phaffii"
"ppa:PAS_chr2-2_0338","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr2-2_0338","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"ppa:PAS_chr2-2_0338","ppa01200","Carbon metabolism - Komagataella phaffii"
"ppa:PAS_chr2-2_0338","ppa01230","Biosynthesis of amino acids - Komagataella phaffii"
"ppa:PAS_chr1-4_0613","NULL",NA
"ppa:PAS_chr3_0167","ppa00740","Riboflavin metabolism - Komagataella phaffii"
"ppa:PAS_chr3_0167","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr3_0167","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"ppa:PAS_chr3_0167","ppa01240","Biosynthesis of cofactors - Komagataella phaffii"
"ppa:PAS_chr3_0358","NULL",NA
"ppa:PAS_chr1-4_0392","ppa00750","Vitamin B6 metabolism - Komagataella phaffii"
"ppa:PAS_chr1-4_0392","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr1-4_0392","ppa01240","Biosynthesis of cofactors - Komagataella phaffii"
"ppa:PAS_chr2-1_0553","NULL",NA
"ppa:PAS_chr4_0997","NULL",NA
"ppa:PAS_chr4_0460","NULL",NA
"ppa:PAS_chr3_0975","ppa04146","Peroxisome - Komagataella phaffii"
"ppa:PAS_chr1-3_0013","NULL",NA
"ppa:PAS_chr4_0572","ppa00040","Pentose and glucuronate interconversions - Komagataella phaffii"
"ppa:PAS_chr4_0572","ppa01100","Metabolic pathways - Komagataella phaffii"
"ppa:PAS_chr4_0672","NULL",NA
"ppa:PAS_chr4_0270","NULL",NA
"ppa:PAS_chr1-3_0228","NULL",NA
"ppa:PAS_chr3_1216","NULL",NA
"ppa:PAS_chr2-1_0750","NULL",NA
"ppa:PAS_chr1-1_0198","NULL",NA
"ppa:PAS_chr1-4_0009","ppa00790","Folate biosynthesis - Komagataella phaffii"
"ppa:PAS_chr1-4_0009","ppa01100","Metabolic pathways - Komagataella phaffii"
