"Protein","logFC","adj.P.Val"
"ppa:PAS_chr4_0488",4.41351169827697,0.00496678554457552
"F2R002",7.33840475572292,0.00496678554457552
"ppa:PAS_chr1-3_0013",2.92398143278676,0.00496678554457552
"ppa:PAS_chr4_0847",3.20594395455365,0.00496678554457552
"ppa:PAS_chr1-1_0204",-3.6635045055092,0.00496678554457552
"ppa:PAS_chr4_0842",3.63811661235082,0.00500239118852279
"ppa:PAS_chr2-1_0472",2.67981625342937,0.00500239118852279
"ppa:PAS_chr2-2_0055",-2.67121124178981,0.00500239118852279
"ppa:PAS_chr3_1073",3.15735358193902,0.00500239118852279
"ppa:PAS_chr4_0287",-2.74502784433563,0.00500239118852279
"ppa:PAS_chr3_0511",-5.38741114085972,0.00500239118852279
"ppa:PAS_chr3_0440",-4.41428925684466,0.00500239118852279
"ppa:PAS_chr2-1_0667",3.55188921999369,0.00500239118852279
"ppa:PAS_chr4_0347",3.09687101964712,0.00500239118852279
"ppa:PAS_chr1-1_0051",3.35604482449913,0.00500239118852279
"ppa:PAS_chr1-3_0198",-2.62525092525377,0.00500239118852279
"ppa:PAS_chr3_0156",3.01617768450055,0.00500239118852279
"ppa:PAS_chr1-3_0049",-3.44560372691119,0.00500239118852279
"ppa:PAS_chr1-1_0265",3.44164426643482,0.00500239118852279
"ppa:PAS_chr2-1_0867",3.24645064416398,0.00500239118852279
"ppa:PAS_chr1-4_0668",3.29525258829063,0.00500239118852279
"ppa:PAS_chr2-1_0065",-2.50891904950263,0.00500239118852279
"ppa:PAS_chr1-4_0086",2.85961051571629,0.00500239118852279
"ppa:PAS_chr2-1_0412",3.03482495405197,0.00500239118852279
"F2QY59",3.03654446566497,0.00500239118852279
"ppa:PAS_chr4_0677",2.94821205430051,0.00500239118852279
"F2QXJ0",2.95246761494052,0.00500239118852279
"ppa:PAS_chr2-1_0715",2.46567505610824,0.00500239118852279
"ppa:PAS_chr4_0050",3.76921077730097,0.00500239118852279
"ppa:PAS_chr3_0064",4.24005695949795,0.00500239118852279
"ppa:PAS_chr1-4_0449",2.79768737695237,0.00500239118852279
"ppa:PAS_chr1-1_0415",3.05222980903428,0.00500239118852279
"F2QT62",4.34257223778965,0.00505514419804094
"ppa:PAS_chr2-2_0208",3.62319920752737,0.00505514419804094
"ppa:PAS_chr4_0147",-2.8372393483861,0.00505514419804094
"ppa:PAS_chr2-2_0177",4.59822039652814,0.0052256774733932
"ppa:PAS_chr4_0063",-4.12170582339535,0.00523726215651723
"ppa:PAS_chr2-1_0110",2.38113246575574,0.00533451957852179
"ppa:PAS_chr1-1_0100",-2.36925132657633,0.00533563685369326
"ppa:PAS_chr1-3_0119",3.08590807749736,0.00533563685369326
"ppa:PAS_chr1-1_0297",2.23793112087068,0.00533563685369326
"ppa:PAS_chr3_0043",3.19916706833991,0.00581465970360622
"ppa:PAS_chr4_0759",3.45836752041969,0.00581465970360622
"ppa:PAS_chr2-1_0280",2.39807927299926,0.00581465970360622
"ppa:PAS_chr3_0059",2.23763557428629,0.00581465970360622
"ppa:PAS_chr1-1_0441",2.45597742881158,0.00581465970360622
"ppa:PAS_chr2-1_0624",2.12371183940781,0.00582721473334685
"ppa:PAS_chr1-4_0349",3.0729170991053,0.00613146989240052
"ppa:PAS_chr2-1_0189",2.78895527989326,0.00621871130113332
"ppa:PAS_chr4_0201",-2.52896708139981,0.00621871130113332
"ppa:PAS_chr4_0266",2.06330487962871,0.00621871130113332
"ppa:PAS_chr2-1_0318",2.14376007116178,0.00621871130113332
"ppa:PAS_chr3_0375",2.75903398637737,0.00621871130113332
"ppa:PAS_chr1-3_0169",-2.17237891042217,0.00621871130113332
"A0A1G4KPJ1",3.25769261919143,0.00625123758894671
"ppa:PAS_chr3_0874",2.56624025849784,0.00625123758894671
"ppa:PAS_chr2-2_0279",2.19711649165836,0.00625123758894671
"ppa:PAS_chr4_0578",-2.10576656345395,0.00625123758894671
"F2QQK5",2.49864456176482,0.00625123758894671
"ppa:PAS_chr4_0271",3.00903631019986,0.00633587732690365
"ppa:PAS_chr2-1_0573",2.24106468899364,0.00633587732690365
"ppa:PAS_chr2-1_0462",-2.11454578168425,0.00634578917438808
"ppa:PAS_chr2-1_0853",2.95832306997511,0.00644051194524072
"ppa:PAS_chr4_0115",2.41454028581584,0.00645169791403437
"ppa:PAS_chr4_0815",1.93969445277308,0.00650985254755042
"ppa:PAS_chr1-4_0531",2.45312742278838,0.00650985254755042
"ppa:PAS_chr1-4_0314",2.02413214959103,0.00650985254755042
"ppa:PAS_chr2-1_0750",2.71185491135942,0.00650985254755042
"ppa:PAS_chr1-4_0042",3.49035668760354,0.00651622133049912
"ppa:PAS_chr2-1_0786",-3.04939530322112,0.00655163331689665
"ppa:PAS_chr3_0803",2.1216999251827,0.00655955644803901
"ppa:PAS_chr1-1_0331",-1.89202688533376,0.006775728199936
"ppa:PAS_chr4_0974",1.9023003682308,0.006775728199936
"ppa:PAS_chr4_0572",2.29674899777132,0.006775728199936
"ppa:PAS_chr3_0390",-3.36850187113817,0.006775728199936
"ppa:PAS_chr2-1_0553",-1.95968855239754,0.006775728199936
"ppa:PAS_chr2-2_0113",-4.47020722404965,0.006775728199936
"ppa:PAS_chr1-1_0273",-2.46909172337836,0.006775728199936
"ppa:PAS_chr2-2_0261",2.22388124520785,0.006775728199936
"ppa:PAS_chr3_0640",2.00171653871682,0.006775728199936
"ppa:PAS_chr3_0602",-4.51967825854466,0.00680831206204171
"ppa:PAS_chr3_0154",2.02510592269726,0.00683153985513275
"ppa:PAS_FragB_0019",-1.87742803523034,0.00685405971697758
"ppa:PAS_chr4_0081",2.89066214464227,0.00685405971697758
"ppa:PAS_chr1-4_0486",2.44124911042538,0.00685405971697758
"ppa:PAS_chr1-3_0102",2.13151852569717,0.00694445265127961
"ppa:PAS_chr2-2_0338",2.32330406499606,0.00694445265127961
"ppa:PAS_chr3_0167",1.99819096651793,0.00694445265127961
"ppa:PAS_chr2-1_0315",3.53027918926043,0.00694445265127961
"ppa:PAS_chr3_0843",1.84825724189543,0.00694445265127961
"ppa:PAS_chr3_0744",1.82174817156084,0.00694445265127961
"ppa:PAS_chr4_0140",-1.85288500370808,0.00694445265127961
"ppa:PAS_chr3_0779",2.7793372554154,0.00694445265127961
"ppa:PAS_chr4_0043",3.38958550703039,0.00694445265127961
"ppa:PAS_chr3_0588",5.64222436544986,0.00694445265127961
"ppa:PAS_chr1-4_0041",-1.96026747230986,0.00694445265127961
"ppa:PAS_chr3_1032",-2.41784130135049,0.00694445265127961
"ppa:PAS_chr1-1_0339",3.2371210155306,0.00694445265127961
"ppa:PAS_chr2-1_0314",-2.35814391744057,0.00694445265127961
"ppa:PAS_chr2-1_0324",1.97047883301705,0.00699926649608745
"ppa:PAS_chr3_0957",-1.86110170255085,0.00713497041492594
"ppa:PAS_chr1-4_0425",-4.21996670764407,0.00732727036440632
"ppa:PAS_FragB_0039",1.82361303706391,0.00732727036440632
"ppa:PAS_chr4_0212",8.70000030200144,0.00735549452655631
"ppa:PAS_chr1-3_0301",2.22444551666069,0.00737777612332991
"ppa:PAS_chr2-1_0247",-2.97011635363327,0.00737777612332991
"ppa:PAS_chr1-1_0491",2.4305732290896,0.00737777612332991
"ppa:PAS_chr2-2_0417",-1.94324086264327,0.00737777612332991
"ppa:PAS_chr3_0714",-2.21202409219627,0.00737777612332991
"ppa:PAS_chr2-1_0172",2.41673892451754,0.0075026199082377
"ppa:PAS_chr2-1_0052",1.85558093816987,0.00752905627886088
"ppa:PAS_chr1-1_0226",2.23818977931616,0.00757406965339373
"ppa:PAS_chr4_0624",3.35264471167924,0.00759610233543728
"ppa:PAS_chr2-1_0313",1.90121483215142,0.00781539841246325
"ppa:PAS_chr2-2_0330",-2.32919915911702,0.00786945547589783
"ppa:PAS_chr4_0559",2.29555717721216,0.00786945547589783
"ppa:PAS_chr3_0624",2.19532568446406,0.00786945547589783
"ppa:PAS_chr3_0912",-1.72485997025162,0.00788255198294267
"ppa:PAS_chr1-1_0176",-3.55048962366081,0.0079067620074112
"ppa:PAS_chr1-1_0066",1.63092811100194,0.00801946963091699
"ppa:PAS_chr3_0078",2.11527592246901,0.00801946963091699
"ppa:PAS_chr3_0338",1.76376007935499,0.00801946963091699
"ppa:PAS_chr3_0360",1.77852512624901,0.00801946963091699
"ppa:PAS_chr1-3_0235",1.72087999977687,0.00812179168674207
"ppa:PAS_chr2-1_0716",-3.08593685564299,0.00812179168674207
"ppa:PAS_chr3_1020",1.97731795757368,0.00812179168674207
"ppa:PAS_chr2-1_0652",1.80824125816748,0.00812179168674207
"ppa:PAS_chr3_1210",2.03116228043356,0.00812179168674207
"ppa:PAS_chr1-4_0613",-1.64263847650522,0.00817076069789558
"ppa:PAS_chr2-2_0167",-3.30016274014084,0.008247269353482
"ppa:PAS_chr4_0548",1.66099895007625,0.008247269353482
"ppa:PAS_chr2-1_0109",-1.63274270460676,0.008247269353482
"ppa:PAS_chr2-1_0742",-2.59958174251484,0.008247269353482
"ppa:PAS_chr3_0407",1.93622263238061,0.008247269353482
"ppa:PAS_chr1-1_0198",1.70801325111562,0.00830963620664998
"ppa:PAS_chr1-3_0186",-1.57725216171218,0.00847244777228518
"ppa:PAS_chr1-1_0356",2.19415602873963,0.00847244777228518
"ppa:PAS_chr4_0855",-3.05972322083134,0.00854170157276364
"ppa:PAS_chr1-4_0264",1.82024666748367,0.00854170157276364
"ppa:PAS_chr2-2_0200",1.71762304468021,0.008619304286774
"F2QWE7",2.31952223416484,0.008619304286774
"A0A1G4KQM1",-3.18206023295457,0.00864132740352525
"ppa:PAS_chr1-1_0107",-2.09728604047869,0.00864132740352525
"ppa:PAS_chr1-4_0393",-3.16453597645094,0.00864561993813528
"ppa:PAS_chr3_0413",-1.8233313024091,0.00864561993813528
"ppa:PAS_chr4_0181",-1.60146443557135,0.00865163246546474
"ppa:PAS_chr2-1_0249",1.63601009669089,0.00865163246546474
"ppa:PAS_chr1-1_0403",1.84259237621905,0.00865163246546474
"ppa:PAS_chr4_0997",1.63823999939455,0.00865163246546474
"ppa:PAS_chr3_0469",2.06610412398022,0.00866533323042604
"ppa:PAS_chr2-2_0290",-1.65230771762646,0.00866533323042604
"ppa:PAS_chr2-2_0127",2.20904649314893,0.00866533323042604
"ppa:PAS_chr2-2_0089",-1.73642085376481,0.00866533323042604
"F2QV37",-2.00783214267057,0.00866533323042604
"ppa:PAS_chr1-3_0154",2.32649275156115,0.00866533323042604
"ppa:PAS_chr4_0021",-2.48112580371697,0.00866533323042604
"ppa:PAS_chr3_1115",-2.85364264016556,0.00866533323042604
"ppa:PAS_chr1-1_0490",2.35909219937628,0.00866533323042604
"ppa:PAS_chr4_0476",-1.88776625009434,0.00866533323042604
"ppa:PAS_chr1-1_0282",-2.26859771058751,0.00866533323042604
"ppa:PAS_chr4_0717",-1.75926784472175,0.00866533323042604
"ppa:PAS_chr4_0790",2.1395562911269,0.00866533323042604
"ppa:PAS_chr4_0228",-1.57495799712142,0.00866533323042604
"ppa:PAS_chr2-2_0394",5.53567318920967,0.00866533323042604
"ppa:PAS_chr1-4_0098",-1.81196415144142,0.00866533323042604
"ppa:PAS_chr1-4_0209",-2.01448703424511,0.00866533323042604
"ppa:PAS_chr4_0643",2.07988302503419,0.00869275033713291
"ppa:PAS_chr2-2_0193",-2.92244943242538,0.00869275033713291
"F2QVC7",1.97092575275659,0.00869357261304334
"ppa:PAS_chr4_0131",-1.56915457633068,0.00869357261304334
"ppa:PAS_chr1-4_0158",1.4828179085186,0.00869357261304334
"ppa:PAS_chr4_0741",1.67425222883772,0.00869357261304334
"ppa:PAS_chr4_0819",-1.78852357868991,0.00869357261304334
"ppa:PAS_chr4_0906",-1.95514069062459,0.00869357261304334
"ppa:PAS_chr2-1_0107",1.69088794531312,0.00869357261304334
"ppa:PAS_chr3_0579",-1.63593214871591,0.00869357261304334
"ppa:PAS_chr4_0840",2.0857894541596,0.00869357261304334
"ppa:PAS_chr3_1100",-1.73007863888686,0.00869357261304334
"ppa:PAS_chr4_0723",-1.60555344157625,0.00869357261304334
"ppa:PAS_chr3_0904",-1.68048906837569,0.00916352968351909
"ppa:PAS_chr3_0356",1.82622107929918,0.00916352968351909
"ppa:PAS_chr1-1_0411",-1.60122949851715,0.00916352968351909
"ppa:PAS_chr1-1_0320",1.88440485679008,0.00923400390401922
"ppa:PAS_chr4_0101",-1.87648880174624,0.00934514425943483
"ppa:PAS_chr1-1_0366",-1.60209280738869,0.00939434372939549
"ppa:PAS_chr1-4_0302",1.62887794835938,0.00941775486407995
"ppa:PAS_chr4_0853",1.77233708077199,0.00941775486407995
"ppa:PAS_chr3_0213",-3.07456867723418,0.00941775486407995
"ppa:PAS_chr1-4_0140",-1.47536524479191,0.00941775486407995
"ppa:PAS_chr1-4_0421",-4.94308415943321,0.00941775486407995
"ppa:PAS_chr3_0124",-2.42686073545548,0.00941775486407995
"ppa:PAS_chr4_0583",-2.28267494594077,0.00941775486407995
"ppa:PAS_chr1-1_0238",-2.12253257026055,0.00941775486407995
"ppa:PAS_chr2-1_0272",-1.40313756379497,0.00941775486407995
"ppa:PAS_chr3_1027",-1.52073354365858,0.00952832093014711
"ppa:PAS_chr2-1_0424",1.93407612062069,0.00952832093014711
"ppa:PAS_chr3_0518",-1.70424583683777,0.00952839419382488
"F2QRT5",2.89987689060791,0.00952839419382488
"ppa:PAS_chr2-2_0115",1.430910634993,0.00956149104205127
"ppa:PAS_chr2-1_0490",1.45218093867181,0.00965910992361002
"ppa:PAS_chr4_0667",-2.11503947204695,0.00965910992361002
"ppa:PAS_chr3_1045",1.87385362259366,0.00965910992361002
"A0A1G4KPB3",-1.42263802164695,0.00965910992361002
"F2QLR2",1.6920333028268,0.00965910992361002
"ppa:PAS_chr1-3_0110",-1.4935002965999,0.00965910992361002
"ppa:PAS_chr1-3_0191",-1.53478230296931,0.00965910992361002
"ppa:PAS_chr1-1_0267",1.57466603579308,0.00978625480624674
"ppa:PAS_chr3_0371",-1.43900884676772,0.00980841039838101
"ppa:PAS_chr2-2_0192",1.38333207987243,0.00980914935112793
"ppa:PAS_chr3_1176",-1.91299036915258,0.00980914935112793
"ppa:PAS_chr3_1061",-1.70603583706017,0.00980914935112793
"ppa:PAS_chr2-1_0657",-1.35996504516711,0.00980914935112793
"ppa:PAS_chr3_1024",1.48631608582683,0.00980914935112793
"ppa:PAS_chr1-3_0160",2.52732092369707,0.00980914935112793
"ppa:PAS_chr4_0105",-1.46674332083263,0.00980914935112793
"ppa:PAS_chr1-4_0311",-2.56587004093186,0.00980914935112793
"ppa:PAS_chr2-1_0027",1.98203022776015,0.00980914935112793
"ppa:PAS_chr1-4_0080",-1.73597558374769,0.00980914935112793
"ppa:PAS_chr1-4_0357",1.40030485753944,0.00991093814835086
"ppa:PAS_chr2-1_0293",1.44502319704446,0.00991093814835086
"ppa:PAS_chr3_0410",2.16831608157849,0.00991093814835086
"ppa:PAS_chr1-1_0404",-2.40564253178616,0.00991093814835086
"ppa:PAS_chr3_0181",-1.62952000170535,0.00991093814835086
"ppa:PAS_chr2-1_0336",-1.80734348958708,0.00991093814835086
"ppa:PAS_chr3_0661",1.3620585840041,0.0100202833419318
"ppa:PAS_chr3_0868",2.48114617481328,0.0100727638350631
"ppa:PAS_chr1-1_0160",1.56603946861583,0.0100747595672658
"F2QX88",1.34740906808112,0.0102187732234595
"ppa:PAS_chr4_0416",1.6208145742597,0.0102308320791858
"ppa:PAS_chr3_0408",3.97190234489922,0.0102878941387065
"ppa:PAS_chr3_1117",-1.4977729295797,0.0102878941387065
"ppa:PAS_chr1-1_0442",1.37406455827201,0.010470039848085
"ppa:PAS_chr2-1_0535",-1.32820483192717,0.010470039848085
"ppa:PAS_chr3_0633",1.37465375120111,0.0104741690292075
"ppa:PAS_chr4_0830",-1.43190760454277,0.0105785942358916
"ppa:PAS_chr1-1_0489",2.02427907587833,0.0106346928698355
"ppa:PAS_chr2-1_0265",-1.57634595238846,0.0106346928698355
"ppa:PAS_chr3_0937",1.49216734409046,0.0106932473174114
"ppa:PAS_chr3_0480",-1.72830332182244,0.0107089503556072
"ppa:PAS_chr1-4_0569",1.28797914505314,0.0107089503556072
"ppa:PAS_chr2-1_0161",1.30148747852917,0.0108857969004406
"ppa:PAS_chr3_0189",2.14957980265932,0.0109266718528006
"ppa:PAS_chr1-4_0319",-1.52491224557302,0.0109266718528006
"ppa:PAS_chr1-1_0430",-1.27725799119488,0.0109266718528006
"F2QXU3",-1.95286829205304,0.0110619274241448
"ppa:PAS_chr2-1_0448",1.31106441566585,0.0111715669542184
"ppa:PAS_chr4_0233",1.36347563539382,0.0111819747983334
"ppa:PAS_chr3_0857",-1.38737917549477,0.0111819747983334
"ppa:PAS_chr3_0332",-1.79831863398349,0.0111819747983334
"ppa:PAS_chr4_0361",3.43030379384064,0.0111819747983334
"ppa:PAS_chr1-4_0276",-2.10385399249264,0.0111819747983334
"ppa:PAS_chr4_0996",1.85464348143133,0.0111819747983334
"ppa:PAS_chr2-2_0293",-1.76352624838265,0.0111819747983334
"ppa:PAS_chr4_0627",2.65583136585511,0.0111819747983334
"ppa:PAS_chr1-1_0145",-1.4649379402804,0.0112455306950499
"ppa:PAS_chr1-4_0315",2.05402239437454,0.0112455306950499
"ppa:PAS_chr2-1_0681",-1.91066609787109,0.0112455306950499
"ppa:PAS_chr1-4_0684",-1.53456817844476,0.0112455306950499
"ppa:PAS_chr3_1247",-3.05589229280579,0.0112455306950499
"ppa:PAS_chr2-2_0221",-1.26152359353646,0.0112455306950499
"ppa:PAS_chr1-1_0327",1.37714525054876,0.0112455306950499
"ppa:PAS_chr3_0406",1.2500531980222,0.0112455306950499
"ppa:PAS_chr2-1_0486",2.49268803086342,0.0112455306950499
"ppa:PAS_chr1-4_0045",-1.25936869765831,0.0113888868672107
"ppa:PAS_chr3_0586",-1.57837002890153,0.0113888868672107
"ppa:PAS_chr3_0303",2.0474264014261,0.0113888868672107
"ppa:PAS_chr2-1_0640",1.44665506822717,0.0113888868672107
"ppa:PAS_chr2-1_0395",-1.32999309593356,0.0114883825883391
"ppa:PAS_chr2-2_0211",1.28370450145654,0.0115684543724339
"ppa:PAS_chr1-1_0129",1.32874998156352,0.0115684543724339
"ppa:PAS_chr3_1084",-1.2689783468503,0.0116510043754663
"ppa:PAS_chr3_0281",1.24402311691362,0.0116510043754663
"ppa:PAS_chr4_0415",-1.21943070832282,0.0116860875031156
"ppa:PAS_chr2-1_0507",1.26686423898638,0.0116860875031156
"ppa:PAS_chr4_0803",-1.82124716497617,0.0116860875031156
"ppa:PAS_chr3_0040",1.46233993388095,0.0117266045900789
"ppa:PAS_chr2-2_0372",1.50462378323925,0.0118590392154557
"ppa:PAS_chr3_0639",1.51011302187521,0.0118590392154557
"ppa:PAS_chr4_0243",-1.27981359778809,0.0118590392154557
"ppa:PAS_chr4_0582",-1.58487538665968,0.0118590392154557
"ppa:PAS_chr4_0743",-2.81251262155347,0.0118590392154557
"ppa:PAS_chr2-1_0050",2.38009945226052,0.0118590392154557
"ppa:PAS_chr1-4_0061",1.64672198023026,0.0118590392154557
"ppa:PAS_chr4_0661",-1.6978155825016,0.0118590392154557
"ppa:PAS_chr1-1_0266",-1.3485901976031,0.0118590392154557
"ppa:PAS_chr2-2_0229",-1.65683965875998,0.0118857758020252
"ppa:PAS_chr2-2_0395",-1.93996575399161,0.0118857758020252
"ppa:PAS_chr1-3_0178",-1.82556082259583,0.0119002166545135
"ppa:PAS_chr2-2_0377",-1.22375982474711,0.0119002166545135
"ppa:PAS_chr2-2_0223",-2.24459335781531,0.0119002166545135
"ppa:PAS_chr1-4_0616",1.23484678152387,0.0119179524748772
"F2QXT2",1.21758258348746,0.0119179524748772
"ppa:PAS_chr3_0761",1.99677022171784,0.0119179524748772
"ppa:PAS_chr3_0227",1.24803615596032,0.01197459913372
"ppa:PAS_chr2-2_0470",1.19998476129378,0.0120053602435192
"ppa:PAS_chr2-1_0598",1.78520606351749,0.0121079851004148
"ppa:PAS_chr3_1172",1.62677187201751,0.0121617641697672
"ppa:PAS_chr4_0918",-1.97255239382884,0.0121617641697672
"ppa:PAS_chr4_0585",-1.83891181051687,0.0123066273405314
"ppa:PAS_chr3_0507",-1.32559771065942,0.0123450152951396
"ppa:PAS_chr1-4_0082",2.57055112704499,0.0123666740367252
"ppa:PAS_chr2-2_0133",-1.31349766537009,0.0123666740367252
"ppa:PAS_chr4_0799",-1.77568428954154,0.0126844994219195
"ppa:PAS_chr4_0133",1.26152594996309,0.0126844994219195
"ppa:PAS_chr1-4_0466",-1.42075295144828,0.0126844994219195
"ppa:PAS_chr2-2_0262",1.53077059767723,0.0126844994219195
"ppa:PAS_chr1-1_0172",2.53143016401725,0.0127787979420435
"ppa:PAS_chr1-4_0390",-2.42322210374046,0.0128254205759987
"ppa:PAS_chr2-2_0145",-1.56758399056231,0.0128254205759987
"ppa:PAS_chr3_1208",1.90089109046583,0.0128254205759987
"F2QX96",1.89690543957622,0.0129939443723876
"ppa:PAS_chr4_0746",-1.34283240867622,0.0129939443723876
"F2QXT7",-1.22933919108889,0.0129939443723876
"ppa:PAS_chr2-2_0057",1.8022574954408,0.0130068485492734
"ppa:PAS_chr1-4_0658",-1.17555426759213,0.0130068485492734
"ppa:PAS_chr2-2_0045",-1.31984322423451,0.0130370272613637
"ppa:PAS_chr3_0976",1.25963820430396,0.0130767395594975
"ppa:PAS_chr4_0369",-1.2195137250764,0.0131992721983077
"ppa:PAS_chr4_0701",-1.31729242686323,0.0132274066490473
"ppa:PAS_FragD_0024",-2.23887600309566,0.0132274066490473
"ppa:PAS_chr3_1228",3.45443112965375,0.0133057068618133
"ppa:PAS_chr1-1_0425",-1.56163035905332,0.0133057068618133
"ppa:PAS_chr3_0228",1.3848046745045,0.0133057068618133
"ppa:PAS_chr3_0086",1.22967610842293,0.0133337831764124
"ppa:PAS_chr3_0783",1.24195967679993,0.0133337831764124
"ppa:PAS_chr4_0080",2.35034529026846,0.0133337831764124
"ppa:PAS_chr4_0933",1.28087582253502,0.0134489740878358
"ppa:PAS_chr2-1_0049",-1.4818986093295,0.0134489740878358
"ppa:PAS_chr4_0786",3.03658803516536,0.0134489740878358
"ppa:PAS_chr4_0795",-1.19723969097601,0.0134489740878358
"ppa:PAS_chr1-4_0138",-2.56926131040845,0.0134929855391259
"ppa:PAS_chr4_0744",-1.6253976500548,0.0134929855391259
"ppa:PAS_chr2-1_0245",-1.32304306135171,0.0135604502838859
"ppa:PAS_chr2-2_0483",1.88957662470245,0.0136881526948424
"ppa:PAS_chr3_0743",1.20103270501643,0.0136920847050228
"ppa:PAS_chr2-1_0384",-1.14696407390993,0.0136920847050228
"ppa:PAS_chr2-1_0333",1.39345319033037,0.0136920847050228
"ppa:PAS_chr1-3_0121",-1.43449426728132,0.0136920847050228
"ppa:PAS_chr4_0038",-1.17179514460069,0.0137283936491523
"ppa:PAS_chr2-1_0580",-1.12032577748577,0.0137283936491523
"ppa:PAS_chr2-1_0489",-5.26635268656316,0.0137283936491523
"ppa:PAS_chr3_0869",1.29625978765216,0.0137283936491523
"ppa:PAS_chr2-2_0071",2.0919492920198,0.0137283936491523
"ppa:PAS_chr1-1_0085",2.39845582850989,0.0137283936491523
"F2QTS8",1.12087688292761,0.0137283936491523
"ppa:PAS_chr3_0358",-2.00026413774905,0.0137283936491523
"ppa:PAS_chr4_0754",1.45887364207993,0.0137283936491523
"ppa:PAS_chr2-1_0163",-1.75956424933262,0.0137616490397975
"ppa:PAS_chr1-4_0308",1.19260053362165,0.0137616490397975
"ppa:PAS_chr1-3_0081",1.27531240449375,0.0137616490397975
"ppa:PAS_chr4_0067",-2.51528930486847,0.0137616490397975
"ppa:PAS_chr1-4_0133",2.03722136085709,0.0137616490397975
"ppa:PAS_chr4_0058",1.22727934128824,0.0137616490397975
"ppa:PAS_chr3_0472",-2.16588146021101,0.0137616490397975
"ppa:PAS_chr4_0800",1.46433657552202,0.0137616490397975
"ppa:PAS_chr2-1_0531",1.16234111121484,0.0137616490397975
"ppa:PAS_chr1-4_0219",1.11857321555356,0.0137616490397975
"ppa:PAS_chr2-2_0125",-1.31780997513965,0.0137616490397975
"ppa:PAS_chr2-2_0339",-1.56967720709609,0.0137616490397975
"F2QWE6",-1.69585784593813,0.0137616490397975
"ppa:PAS_chr1-1_0399",2.58695458953101,0.0137616490397975
"ppa:PAS_chr3_1088",-1.80077470044197,0.0137616490397975
"ppa:PAS_chr3_1015",-1.11548967590877,0.0137616490397975
"ppa:PAS_chr1-4_0242",-2.87360748783669,0.0137726326095473
"ppa:PAS_chr1-3_0128",1.10513242825552,0.0137884317562207
"ppa:PAS_chr3_0456",-1.25137641884246,0.0137884317562207
"ppa:PAS_chr1-1_0061",-1.37867713381659,0.0138308854355476
"ppa:PAS_chr1-3_0038",-1.18944023572585,0.0138350956613844
"ppa:PAS_chr2-2_0296",1.20841995161961,0.0138487829387903
"ppa:PAS_chr4_0433",1.21668587047503,0.0139760535724181
"ppa:PAS_chr2-1_0103",-1.43368583882809,0.0139760535724181
"ppa:PAS_chr1-3_0228",-1.6641443489688,0.0140736253147935
"ppa:PAS_chr3_0053",-1.47503228549844,0.0140736253147935
"ppa:PAS_chr2-1_0432",-1.94357952671066,0.0140736253147935
