"KEGG_ID","Pathways","PathwayName"
"1.ppa:PAS_chr4_0821","ppa01200","Carbon metabolism - Komagataella phaffii"
"1.ppa:PAS_chr2-1_0402","ppa00010","Glycolysis / Gluconeogenesis - Komagataella phaffii"
"1.ppa:PAS_chr2-1_0402","ppa00030","Pentose phosphate pathway - Komagataella phaffii"
"1.ppa:PAS_chr2-1_0402","ppa00051","Fructose and mannose metabolism - Komagataella phaffii"
"1.ppa:PAS_chr2-1_0402","ppa00052","Galactose metabolism - Komagataella phaffii"
"1.ppa:PAS_chr2-1_0402","ppa00680","Methane metabolism - Komagataella phaffii"
"1.ppa:PAS_chr2-1_0402","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr2-1_0402","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"1.ppa:PAS_chr2-1_0402","ppa01200","Carbon metabolism - Komagataella phaffii"
"1.ppa:PAS_chr2-1_0402","ppa01230","Biosynthesis of amino acids - Komagataella phaffii"
"1.ppa:PAS_chr2-1_0402","ppa03018","RNA degradation - Komagataella phaffii"
"1.ppa:PAS_chr4_0167","NA",NA
"1.ppa:PAS_chr1-3_0083","ppa03030","DNA replication - Komagataella phaffii"
"1.ppa:PAS_chr1-3_0083","ppa03410","Base excision repair - Komagataella phaffii"
"1.ppa:PAS_chr1-3_0083","ppa03420","Nucleotide excision repair - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0005","ppa04070","Phosphatidylinositol signaling system - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0008","ppa00061","Fatty acid biosynthesis - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0008","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0008","ppa01212","Fatty acid metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0113","ppa03030","DNA replication - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0113","ppa03420","Nucleotide excision repair - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0113","ppa03430","Mismatch repair - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0113","ppa03440","Homologous recombination - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0113","ppa03460","Fanconi anemia pathway - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0047","ppa00010","Glycolysis / Gluconeogenesis - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0047","ppa00030","Pentose phosphate pathway - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0047","ppa00051","Fructose and mannose metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0047","ppa00052","Galactose metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0047","ppa00680","Methane metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0047","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0047","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0047","ppa01200","Carbon metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0047","ppa01230","Biosynthesis of amino acids - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0047","ppa03018","RNA degradation - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0081","ppa04111","Cell cycle - yeast - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0081","ppa04113","Meiosis - yeast - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0125","ppa03082","ATP-dependent chromatin remodeling - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0125","ppa03083","Polycomb repressive complex - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0142","ppa03030","DNA replication - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0142","ppa04111","Cell cycle - yeast - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0142","ppa04113","Meiosis - yeast - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0253","ppa00230","Purine metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0253","ppa00261","Monobactam biosynthesis - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0253","ppa00450","Selenocompound metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0253","ppa00920","Sulfur metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0253","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0253","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0262","ppa03008","Ribosome biogenesis in eukaryotes - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0262","ppa04139","Mitophagy - yeast - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0360","ppa03030","DNA replication - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0360","ppa04111","Cell cycle - yeast - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0360","ppa04113","Meiosis - yeast - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0633","ppa03030","DNA replication - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0633","ppa03410","Base excision repair - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0633","ppa03450","Non-homologous end-joining - Komagataella phaffii"
"1.ppa:PAS_chr2-1_0149","ppa03030","DNA replication - Komagataella phaffii"
"1.ppa:PAS_chr2-1_0149","ppa04111","Cell cycle - yeast - Komagataella phaffii"
"1.ppa:PAS_chr2-1_0149","ppa04113","Meiosis - yeast - Komagataella phaffii"
"1.ppa:PAS_chr2-1_0228","NA",NA
"1.ppa:PAS_chr2-1_0439","NA",NA
"1.ppa:PAS_chr2-1_0855","ppa04113","Meiosis - yeast - Komagataella phaffii"
"1.ppa:PAS_chr2-1_0855","ppa04138","Autophagy - yeast - Komagataella phaffii"
"1.ppa:PAS_chr2-1_0543","ppa00240","Pyrimidine metabolism - Komagataella phaffii"
"1.ppa:PAS_chr2-1_0543","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr2-1_0543","ppa01232","Nucleotide metabolism - Komagataella phaffii"
"1.ppa:PAS_chr2-1_0543","ppa01240","Biosynthesis of cofactors - Komagataella phaffii"
"1.ppa:PAS_chr2-2_0339","ppa03030","DNA replication - Komagataella phaffii"
"1.ppa:PAS_chr2-2_0339","ppa04111","Cell cycle - yeast - Komagataella phaffii"
"1.ppa:PAS_chr2-2_0339","ppa04113","Meiosis - yeast - Komagataella phaffii"
"1.ppa:PAS_chr2-2_0482","NA",NA
"1.ppa:PAS_chr2-2_0049","ppa00760","Nicotinate and nicotinamide metabolism - Komagataella phaffii"
"1.ppa:PAS_chr2-2_0049","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr3_1127","ppa00564","Glycerophospholipid metabolism - Komagataella phaffii"
"1.ppa:PAS_chr3_1127","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr3_1127","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"1.ppa:PAS_chr3_0044","ppa04120","Ubiquitin mediated proteolysis - Komagataella phaffii"
"1.ppa:PAS_chr3_0176","ppa00220","Arginine biosynthesis - Komagataella phaffii"
"1.ppa:PAS_chr3_0176","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr3_0176","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"1.ppa:PAS_chr3_0176","ppa01210","2-Oxocarboxylic acid metabolism - Komagataella phaffii"
"1.ppa:PAS_chr3_0176","ppa01230","Biosynthesis of amino acids - Komagataella phaffii"
"1.ppa:PAS_chr3_0214","ppa04111","Cell cycle - yeast - Komagataella phaffii"
"1.ppa:PAS_chr3_0214","ppa04138","Autophagy - yeast - Komagataella phaffii"
"1.ppa:PAS_chr3_0265","ppa04111","Cell cycle - yeast - Komagataella phaffii"
"1.ppa:PAS_chr3_0322","ppa03010","Ribosome - Komagataella phaffii"
"1.ppa:PAS_chr3_0357","ppa00600","Sphingolipid metabolism - Komagataella phaffii"
"1.ppa:PAS_chr3_0357","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr3_1194","ppa00380","Tryptophan metabolism - Komagataella phaffii"
"1.ppa:PAS_chr3_1194","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr3_1194","ppa01240","Biosynthesis of cofactors - Komagataella phaffii"
"1.ppa:PAS_chr3_0850","ppa04138","Autophagy - yeast - Komagataella phaffii"
"1.ppa:PAS_chr3_1230","NA",NA
"1.ppa:PAS_chr3_1033","ppa00260","Glycine, serine and threonine metabolism - Komagataella phaffii"
"1.ppa:PAS_chr3_1033","ppa00330","Arginine and proline metabolism - Komagataella phaffii"
"1.ppa:PAS_chr3_1033","ppa00470","D-Amino acid metabolism - Komagataella phaffii"
"1.ppa:PAS_chr3_1033","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr3_1033","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"1.ppa:PAS_chr3_1033","ppa04146","Peroxisome - Komagataella phaffii"
"1.ppa:PAS_chr3_1255","ppa00230","Purine metabolism - Komagataella phaffii"
"1.ppa:PAS_chr3_1255","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr3_1255","ppa01232","Nucleotide metabolism - Komagataella phaffii"
"1.ppa:PAS_chr4_0084","ppa03082","ATP-dependent chromatin remodeling - Komagataella phaffii"
"1.ppa:PAS_chr4_0279","ppa03030","DNA replication - Komagataella phaffii"
"1.ppa:PAS_chr4_0441","NA",NA
"1.ppa:PAS_chr4_0602","NA",NA
"1.ppa:PAS_chr4_0891","ppa03030","DNA replication - Komagataella phaffii"
"1.ppa:PAS_chr4_0891","ppa04111","Cell cycle - yeast - Komagataella phaffii"
"1.ppa:PAS_chr4_0891","ppa04113","Meiosis - yeast - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0013","ppa04142","Lysosome - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0180","ppa04141","Protein processing in endoplasmic reticulum - Komagataella phaffii"
"1.ppa:PAS_chr1-3_0048","ppa04120","Ubiquitin mediated proteolysis - Komagataella phaffii"
"1.ppa:PAS_chr1-3_0055","NA",NA
"1.ppa:PAS_chr1-3_0074","ppa03013","Nucleocytoplasmic transport - Komagataella phaffii"
"1.ppa:PAS_chr1-3_0074","ppa03015","mRNA surveillance pathway - Komagataella phaffii"
"1.ppa:PAS_chr1-3_0101","ppa03008","Ribosome biogenesis in eukaryotes - Komagataella phaffii"
"1.ppa:PAS_chr1-3_0142","ppa03018","RNA degradation - Komagataella phaffii"
"1.ppa:PAS_chr1-3_0142","ppa03040","Spliceosome - Komagataella phaffii"
"1.ppa:PAS_chr1-3_0149","ppa04011","MAPK signaling pathway - yeast - Komagataella phaffii"
"1.ppa:PAS_chr1-3_0168","ppa04136","Autophagy - other - Komagataella phaffii"
"1.ppa:PAS_chr1-3_0168","ppa04138","Autophagy - yeast - Komagataella phaffii"
"1.ppa:PAS_chr1-3_0185","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-3_0185","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"1.ppa:PAS_chr1-3_0213","NA",NA
"1.ppa:PAS_chr1-3_0306","ppa04138","Autophagy - yeast - Komagataella phaffii"
"1.ppa:PAS_chr1-3_0306","ppa04148","Efferocytosis - Komagataella phaffii"
"1.ppa:PAS_chr1-3_0272","NA",NA
"1.ppa:PAS_chr1-3_0281","NA",NA
"1.ppa:PAS_chr1-1_0002","ppa00190","Oxidative phosphorylation - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0002","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0459","ppa00510","N-Glycan biosynthesis - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0459","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0009","ppa00564","Glycerophospholipid metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0013","NA",NA
"1.ppa:PAS_chr1-1_0014","ppa03018","RNA degradation - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0014","ppa03040","Spliceosome - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0019","ppa03013","Nucleocytoplasmic transport - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0019","ppa03015","mRNA surveillance pathway - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0019","ppa03040","Spliceosome - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0465","ppa00561","Glycerolipid metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0465","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0465","ppa04138","Autophagy - yeast - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0041","NA",NA
"1.ppa:PAS_chr1-1_0061","NA",NA
"1.ppa:PAS_chr1-1_0067","ppa00520","Amino sugar and nucleotide sugar metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0067","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0067","ppa01250","Biosynthesis of nucleotide sugars - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0068","NA",NA
"1.ppa:PAS_chr1-1_0087","ppa03082","ATP-dependent chromatin remodeling - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0117","NA",NA
"1.ppa:PAS_chr1-1_0130","NA",NA
"1.ppa:PAS_chr1-1_0132","ppa00230","Purine metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0132","ppa00760","Nicotinate and nicotinamide metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0132","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0132","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0132","ppa01232","Nucleotide metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0143","ppa03018","RNA degradation - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0166","ppa03020","RNA polymerase - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0166","ppa03420","Nucleotide excision repair - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0169","ppa00130","Ubiquinone and other terpenoid-quinone biosynthesis - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0169","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0169","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0169","ppa01240","Biosynthesis of cofactors - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0174","NA",NA
"1.ppa:PAS_chr1-1_0181","NA",NA
"1.ppa:PAS_chr1-1_0215","ppa00510","N-Glycan biosynthesis - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0215","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0215","ppa04141","Protein processing in endoplasmic reticulum - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0230","NA",NA
"1.ppa:PAS_chr1-1_0233","ppa00020","Citrate cycle (TCA cycle) - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0233","ppa00480","Glutathione metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0233","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0233","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0233","ppa01200","Carbon metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0233","ppa01210","2-Oxocarboxylic acid metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0233","ppa01230","Biosynthesis of amino acids - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0233","ppa04146","Peroxisome - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0238","NA",NA
"1.ppa:PAS_chr1-1_0254","NA",NA
"1.ppa:PAS_chr1-1_0309","ppa00190","Oxidative phosphorylation - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0309","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0309","ppa04145","Phagosome - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0420","ppa00260","Glycine, serine and threonine metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0420","ppa00564","Glycerophospholipid metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0420","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0420","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0428","NA",NA
"1.ppa:PAS_chr1-1_0430","ppa00230","Purine metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0430","ppa00250","Alanine, aspartate and glutamate metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0430","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0430","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0432","ppa00290","Valine, leucine and isoleucine biosynthesis - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0432","ppa00770","Pantothenate and CoA biosynthesis - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0432","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0432","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0432","ppa01210","2-Oxocarboxylic acid metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-1_0432","ppa01230","Biosynthesis of amino acids - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0007","ppa03018","RNA degradation - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0025","ppa00860","Porphyrin metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0049","ppa00260","Glycine, serine and threonine metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0049","ppa00270","Cysteine and methionine metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0049","ppa00300","Lysine biosynthesis - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0049","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0049","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0049","ppa01230","Biosynthesis of amino acids - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0093","ppa00564","Glycerophospholipid metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0093","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0093","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0094","NA",NA
"1.ppa:PAS_chr1-4_0101","NA",NA
"1.ppa:PAS_chr1-4_0115","NA",NA
"1.ppa:PAS_chr1-4_0143","ppa00562","Inositol phosphate metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0143","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0143","ppa04070","Phosphatidylinositol signaling system - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0149","ppa00600","Sphingolipid metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0149","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0150","ppa00030","Pentose phosphate pathway - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0150","ppa00710","Carbon fixation by Calvin cycle - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0150","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0150","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0150","ppa01200","Carbon metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0150","ppa01230","Biosynthesis of amino acids - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0160","ppa00340","Histidine metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0160","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0160","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0160","ppa01230","Biosynthesis of amino acids - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0181","ppa00760","Nicotinate and nicotinamide metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0181","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0181","ppa01240","Biosynthesis of cofactors - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0182","ppa03022","Basal transcription factors - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0187","ppa03060","Protein export - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0204","ppa03022","Basal transcription factors - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0204","ppa03420","Nucleotide excision repair - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0662","NA",NA
"1.ppa:PAS_chr1-4_0228","ppa03040","Spliceosome - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0230","NA",NA
"1.ppa:PAS_chr1-4_0231","ppa04141","Protein processing in endoplasmic reticulum - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0233","NA",NA
"1.ppa:PAS_chr1-4_0664","NA",NA
"1.ppa:PAS_chr1-4_0269","ppa03030","DNA replication - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0269","ppa03410","Base excision repair - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0269","ppa03420","Nucleotide excision repair - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0269","ppa03430","Mismatch repair - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0277","NA",NA
"1.ppa:PAS_chr1-4_0293","ppa00562","Inositol phosphate metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0293","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0293","ppa04070","Phosphatidylinositol signaling system - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0293","ppa04138","Autophagy - yeast - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0295","ppa00061","Fatty acid biosynthesis - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0295","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0295","ppa01212","Fatty acid metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0300","NA",NA
"1.ppa:PAS_chr1-4_0305","NA",NA
"1.ppa:PAS_chr1-4_0310","ppa04136","Autophagy - other - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0310","ppa04138","Autophagy - yeast - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0315","ppa00760","Nicotinate and nicotinamide metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0315","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0324","ppa03020","RNA polymerase - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0325","NA",NA
"1.ppa:PAS_chr1-4_0326","NA",NA
"1.ppa:PAS_chr1-4_0328","NA",NA
"1.ppa:PAS_chr1-4_0338","ppa00630","Glyoxylate and dicarboxylate metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0338","ppa00640","Propanoate metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0338","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0338","ppa01110","Biosynthesis of secondary metabolites - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0338","ppa01200","Carbon metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0339","ppa04138","Autophagy - yeast - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0673","ppa00510","N-Glycan biosynthesis - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0673","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0376","ppa03430","Mismatch repair - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0425","ppa00785","Lipoic acid metabolism - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0425","ppa01100","Metabolic pathways - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0425","ppa01240","Biosynthesis of cofactors - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0457","NA",NA
"1.ppa:PAS_chr1-4_0461","ppa03013","Nucleocytoplasmic transport - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0461","ppa03015","mRNA surveillance pathway - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0461","ppa03040","Spliceosome - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0471","ppa03010","Ribosome - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0497","ppa04814","Motor proteins - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0513","ppa03440","Homologous recombination - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0513","ppa03450","Non-homologous end-joining - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0522","ppa04136","Autophagy - other - Komagataella phaffii"
"1.ppa:PAS_chr1-4_0522","ppa04138","Autophagy - yeast - Komagataella phaffii"
